Starting training from step 0 | target 150000 steps
step    105 | loss 69.1368 | lr 1.56e-05 | tokens    6,881,280 | tok/s 15,941
step    178 | loss 44.1051 | lr 2.65e-05 | tokens   11,665,408 | tok/s 15,092
step    106 | loss 68.5018 | lr 1.57e-05 | tokens    6,946,816 | tok/s 15,913
step    179 | loss 44.7059 | lr 2.67e-05 | tokens   11,730,944 | tok/s 15,090
step    107 | loss 68.1388 | lr 1.59e-05 | tokens    7,012,352 | tok/s 15,873
step    180 | loss 43.4585 | lr 2.68e-05 | tokens   11,796,480 | tok/s 15,123
step    108 | loss 67.5515 | lr 1.60e-05 | tokens    7,077,888 | tok/s 15,978
step    181 | loss 44.0620 | lr 2.70e-05 | tokens   11,862,016 | tok/s 15,155
step    109 | loss 65.3078 | lr 1.62e-05 | tokens    7,143,424 | tok/s 15,958
step    182 | loss 44.6099 | lr 2.71e-05 | tokens   11,927,552 | tok/s 15,188
step    110 | loss 66.0472 | lr 1.63e-05 | tokens    7,208,960 | tok/s 15,874
step    183 | loss 43.8634 | lr 2.73e-05 | tokens   11,993,088 | tok/s 15,163
step    111 | loss 64.6321 | lr 1.65e-05 | tokens    7,274,496 | tok/s 15,967
step    184 | loss 44.5060 | lr 2.74e-05 | tokens   12,058,624 | tok/s 15,217
step    112 | loss 64.6785 | lr 1.66e-05 | tokens    7,340,032 | tok/s 15,940
step    185 | loss 44.0292 | lr 2.76e-05 | tokens   12,124,160 | tok/s 15,168
step    113 | loss 63.0122 | lr 1.68e-05 | tokens    7,405,568 | tok/s 15,867
step    114 | loss 63.2502 | lr 1.69e-05 | tokens    7,471,104 | tok/s 15,935
step    186 | loss 42.9506 | lr 2.77e-05 | tokens   12,189,696 | tok/s 15,166
step    115 | loss 62.8905 | lr 1.71e-05 | tokens    7,536,640 | tok/s 15,879
step    187 | loss 44.4024 | lr 2.79e-05 | tokens   12,255,232 | tok/s 15,119
step    116 | loss 61.8670 | lr 1.72e-05 | tokens    7,602,176 | tok/s 15,866
step    188 | loss 43.8326 | lr 2.80e-05 | tokens   12,320,768 | tok/s 15,144
step    117 | loss 61.4512 | lr 1.74e-05 | tokens    7,667,712 | tok/s 15,843
step    189 | loss 42.8853 | lr 2.82e-05 | tokens   12,386,304 | tok/s 15,159
step    118 | loss 61.4867 | lr 1.75e-05 | tokens    7,733,248 | tok/s 15,880
step    190 | loss 43.5666 | lr 2.83e-05 | tokens   12,451,840 | tok/s 15,167
step    119 | loss 60.5196 | lr 1.77e-05 | tokens    7,798,784 | tok/s 15,891
